# navfac-cherry-point-atc.binding.csv — control-evidence binding truth for the CONTROL_INTENT goal (goals/CONTROL_INTENT.md, TRUTH).
# Authored 2026-09-25 by reading the set's controls sheets MI700–MI743 (PDF text layer and renders), never pipeline
# output: no control-intent code had run on this held-out document. One row per (keyed instance, governing control
# packet): the control detail, schematic, sequence section or points schedule that decides the unit's BAS scope and
# options. packet_title is the title as printed (a line break joined by a space). binding: tag · list_range ·
# cross_reference · family_detail · semantic (as in the dev keys). The DDC network architecture diagram is not a
# governing packet (it decides no option). Population: every instance of keys/navfac-cherry-point-atc.typicals.csv. A key that looks
# wrong later is catalogued, never edited (GOAL_LOOPS ANTI-GAMING).
sheet,tag,family,packet_sheet,packet_title,binding,note
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.3 FAN COIL UNIT WITH COOLING COILS,list_range,"MI740: its lists read FCU-M1A/B, FCU-M2A/B, FCU-M4A/B"
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M4B,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M5,FCU,navfac-cherry-point-atc-mechanical.pdf#67,3.3.4 FAN COIL UNIT WITH HEATING AND COOLING COILS,list_range,MI740: its lists name FCU-M3 and FCU-M5
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M5,FCU,navfac-cherry-point-atc-mechanical.pdf#67,FCU WITH HEATING AND COOLING COILS DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M6,FCU,navfac-cherry-point-atc-mechanical.pdf#71,3.3.5 FAN COIL UNIT WITH HEATING AND COOLING COILS - OCCUPIED SPACE,list_range,its lists name FCU-M6 and FCU-M7
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M6,FCU,navfac-cherry-point-atc-mechanical.pdf#71,3.3.6 SFPVAV & REDUNDANT FAN COIL UNIT,tag,each redundant FCU is named with its SFPVAV
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M6,FCU,navfac-cherry-point-atc-mechanical.pdf#71,FCU WITH HEATING AND COOLING COILS DDC POINTS LIST - OCCUPIED,family_detail,
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M6,FCU,navfac-cherry-point-atc-mechanical.pdf#71,REDUNDANT FCU DDC POINTS LIST,family_detail,
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M7,FCU,navfac-cherry-point-atc-mechanical.pdf#71,3.3.5 FAN COIL UNIT WITH HEATING AND COOLING COILS - OCCUPIED SPACE,list_range,its lists name FCU-M6 and FCU-M7
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M7,FCU,navfac-cherry-point-atc-mechanical.pdf#71,3.3.6 SFPVAV & REDUNDANT FAN COIL UNIT,tag,each redundant FCU is named with its SFPVAV
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M7,FCU,navfac-cherry-point-atc-mechanical.pdf#71,FCU WITH HEATING AND COOLING COILS DDC POINTS LIST - OCCUPIED,family_detail,
navfac-cherry-point-atc-mechanical.pdf#45,FCU-M7,FCU,navfac-cherry-point-atc-mechanical.pdf#71,REDUNDANT FCU DDC POINTS LIST,family_detail,
navfac-cherry-point-atc-mechanical.pdf#45,HHWP-DOAH-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#52,AIR OPS / MTRACON - DOAH SCHEMATIC,semantic,"the DOAH's inline circulator, drawn as HHWP-DOAH-X"
navfac-cherry-point-atc-mechanical.pdf#45,HHWP-DOAH-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#52,AIR OPS DOAH DDC POINTS LIST,semantic,HHWP-DOAH-X CIRCULATOR PUMP STATUS and ON/OFF
navfac-cherry-point-atc-mechanical.pdf#45,HHWP-DOAH-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#53,AIR OPS / MTRACON - DOAH SEQUENCE OF OPERATION,semantic,the sequence energizes the inline circulator pump (HHWP-DOAH-X) for DOAH-M1's preheat
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,HRHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT1,PUMP,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,PCHWP-MT2,PUMP,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM POINT LIST,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#60,MTRACON/ATCT - CHW SYSTEM SCHEMATIC,tag,MI720
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#61,MTRACON/ATCT - CHW SYSTEM SEQUENCE OF OPERATION,family_detail,MI721 3.4.3 MTRACON AND ATCT CHILLED WATER SYSTEM
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M1,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT - HHW SYSTEM POINT LIST,tag,MI722
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#62,MTRACON/ATCT-HHW SYSTEM SCHEMATIC AND POINTS LIST,tag,MI722: the schematic labels each
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M2,PUMP,navfac-cherry-point-atc-mechanical.pdf#63,MTRACON/ATCT - HHW SYSTEM SEQUENCE OF OPERATION,family_detail,"MI723 3.4.4 MTRACON AND ATCT HEATING HOT WATER SYSTEM (heat recovery pump and chiller control, boiler and pump control)"
navfac-cherry-point-atc-mechanical.pdf#45,UH-M1,UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,3.3.2 CABINET AND UNIT HEATERS,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#45,UH-M1,UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,UNIT HEATER DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1A,CRAH,navfac-cherry-point-atc-mechanical.pdf#68,3.3.7 COMPUTER ROOM AIR HANDLING (CRAH) UNITS,family_detail,MI741: names only CRAH-M1A/B
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1A,CRAH,navfac-cherry-point-atc-mechanical.pdf#68,CRAH DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1B,CRAH,navfac-cherry-point-atc-mechanical.pdf#68,3.3.7 COMPUTER ROOM AIR HANDLING (CRAH) UNITS,family_detail,MI741: names only CRAH-M1A/B
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1B,CRAH,navfac-cherry-point-atc-mechanical.pdf#68,CRAH DDC POINTS LIST,family_detail,MI741
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T1,CABINET_UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,3.3.2 CABINET AND UNIT HEATERS,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T1,CABINET_UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,UNIT HEATER DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T2,CABINET_UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,3.3.2 CABINET AND UNIT HEATERS,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T2,CABINET_UNIT_HEATER,navfac-cherry-point-atc-mechanical.pdf#67,UNIT HEATER DDC POINTS LIST,family_detail,MI740
navfac-cherry-point-atc-mechanical.pdf#49,DOAH-T1,DOAH_HANDLING,navfac-cherry-point-atc-mechanical.pdf#64,3.2.3 SEQUENCE OF OPERATION – DOAH-T1,tag,MI730
navfac-cherry-point-atc-mechanical.pdf#49,DOAH-T1,DOAH_HANDLING,navfac-cherry-point-atc-mechanical.pdf#64,ATCT - DOAH SCHEMATIC,tag,MI730: the schematic labels DOAH-T1
navfac-cherry-point-atc-mechanical.pdf#49,DOAH-T1,DOAH_HANDLING,navfac-cherry-point-atc-mechanical.pdf#64,POINTS LIST DOAH-TI,tag,MI730: printed DOAH-TI
