038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#50,Branch Panel: 2A246B Location: Volts: 120/208 Wye A.I.C. Rating: 10000 Supply From: (E) 2CLA-B Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,1112.94,757.0,1976.94,1873.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#50,Branch Panel: 2E202A Location: Volts: A.I.C. Rating: 120/208 Wye 10000 Supply From: (E) 2CL1 Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,191.75,1332.06,1055.75,1873.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#51,Branch Panel: (E) 2CLB1-B Location: Space 425 Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: (E) 1CLDB Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 200 A Enclosure: Type 1 MCB Rating: 200 A,191.75,109.0,1055.75,731.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#51,Branch Panel: (E) 3CL1-1 Location: ELEC FMS A365A Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,1116.75,109.0,1980.75,1304.94,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#51,Branch Panel: (E) 3CL1-2 Location: ELEC FMS A365A Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,2042.5,109.0,2906.5,1304.94,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#51,Branch Panel: 2B212A Location: Space 425 Volts: 120/208 Wye A.I.C. Rating: 10000 Supply From: (E) 1CLDB Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,191.75,763.38,1055.75,1880.0,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#52,Branch Panel: (E) 4CL1-1 Location: ELECT FMS A465A Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,187.25,111.25,1051.25,1304.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#52,Branch Panel: (E) 4CL1-2 Location: ELECT FMS A465A Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,1116.25,111.25,1980.25,1304.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#52,Branch Panel: (E) 5CL1-1 Location: ELECT. 5E519 Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,2043.06,111.25,2907.06,733.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#52,Branch Panel: A501A Location: TR (EXPANDED) A501 Volts: 120/208 Wye A.I.C. Rating: 10000 Supply From: Phases: Mains Type: (E) 5CL1-1 3 MCB Mounting: SURFACE Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,187.25,1330.0,1051.25,1871.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#52,Branch Panel: A501B Location: TR (EXPANDED) A501 Volts: 120/208 Wye A.I.C. Rating: 10000 Supply From: Phases: Mains Type: (E) 5CL1-1 3 MCB Mounting: SURFACE Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,1116.25,1330.0,1980.25,1871.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) BEH-1 Location: CORRIDOR - Volts: 480/277 Wye A.I.C. Rating: 35000 Supply From: Phases: 3 Mains Type: MCB Mounting: SURFACE Wires: 4 Mains Rating: 600 A Enclosure: Type 1 MCB Rating: 600 A,187.0,113.25,1051.0,816.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) BEQL Location: BOILER ROOM BF152 Volts: 120/208 Wye A.I.C. Rating: 35000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 225 A Enclosure: NEMA 3R MCB Rating: 200 A,1109.75,113.25,1973.75,735.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) BEQH-1 Location: ELEC BC140 Supply From: Mounting: SURFACE Enclosure: Type 1 Volts: 480/277 Wye Phases: 3 Wires: 4 A.I.C. Rating: 10000 Mains Type: MLO Mains Rating: 225 A,2032.5,113.25,2905.5,735.75,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) 2ELB Location: Space 425 Volts: 120/208 Wye A.I.C. Rating: 10000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 125 A Enclosure: Type 1 MCB Rating: 100 A,187.0,854.12,1051.0,1476.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) 2EQL1 Location: Space 425 Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 100 A Enclosure: Type 1 MCB Rating: 100 A,1109.75,854.12,1973.75,1476.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#53,Branch Panel: (E) 5EQL1 Location: ELECT. 5E519 Volts: 120/208 Wye A.I.C. Rating: 22000 Supply From: Phases: 3 Mains Type: MCB Mounting: Surface Wires: 4 Mains Rating: 150 A Enclosure: Type 1 MCB Rating: 150 A,2032.5,854.12,2896.5,1395.62,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#54,MECHANICAL EQUIPMENT SCHEDULE,186.06,122.38,1948.75,1099.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#54,EQUIPMENT SCHEDULE,186.06,1166.38,1646.62,1233.62,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#54,BUSWAY SCHEDULE,186.06,1291.75,648.75,1424.5,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
