# navfac-cherry-point-atc.typicals.csv — TYPICAL-tier ground truth for the ASSEMBLIES goal (mcp/scripts/assemblies-typical-eval.mjs).
#
# Judged the way an estimator would: from renders and the PDF's own text of each schedule row, its
# notes, and the sequences and control schematics the sheets point to. The pipeline's output for
# these sheets was not consulted. A key that looks wrong is written up in ASSEMBLIES_BUG_CATALOGUE.md,
# never edited (goals/ASSEMBLIES.md ANTI-GAMING).
# Library: us-typicals v1 (web/src/lib/assemblies/starter/us-typicals-v1.json), ids and options frozen at
# GATE 4. typical_id "none": no v1 typical fits the unit (it is listed as "no assembly").
# options: every option of the typical as option=true|false. A trailing "?" marks an option the drawings
# do not decide: it carries the library default, and the eval scores it apart from decided options.
# Instances: every instance of keys/navfac-cherry-point-atc.attrs.csv, one row each.
# Sources read: M-601..M-622 (pages 42-49) schedules; MI700-MI744 (pages 50-71) mechanical controls: DDC network, schematics, sequences and DDC points lists. HELD-OUT set: scored at gates only.
#
sheet,tag,family,typical_id,options,basis_note
navfac-cherry-point-atc-mechanical.pdf#45,PHHWP-M2,PUMP,pump-vfd,ufc_minimum_points=true,"The pump schedule prints ECM speed control, but the MI722 points list gives DDC start/stop, drive status and alarm, speed command and speed feedback (AO09/AO10, AI35/AI36), so the pump is speed-controlled and the variable-speed typical fits. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M1,PUMP,pump-vfd,ufc_minimum_points=true,"MI720 points list: start/stop, VFD status and alarm, speed command and speed feedback; secondary CHW (MI721 3.4.3). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,SCHWP-M2,PUMP,pump-vfd,ufc_minimum_points=true,"MI720 points list: start/stop, VFD status and alarm, speed command and speed feedback; secondary CHW (MI721 3.4.3). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M1,PUMP,pump-vfd,ufc_minimum_points=true,"MI722 points list: start/stop, VFD status and alarm, speed command and speed feedback; secondary HHW (MI723 3.4.4). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,SHHWP-M2,PUMP,pump-vfd,ufc_minimum_points=true,"MI722 points list: start/stop, VFD status and alarm, speed command and speed feedback; secondary HHW (MI723 3.4.4). NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#45,UH-M1,UNIT_HEATER,unit-heater,modulating_valve=true;fan_status=true;setpoint_adjust=false,"MI740 points list and 3.3.2 (cabinet and unit heaters): modulating HHW valve (AO01), fan start/stop (BO01) and fan status (BI01) on the space temperature sensor; no setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1A,CRAH,none,,Computer room air handler (MI741 3.3.7); v1 has no CRAH typical.
navfac-cherry-point-atc-mechanical.pdf#48,CRAH-T1B,CRAH,none,,Computer room air handler (MI741 3.3.7); v1 has no CRAH typical.
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T1,CABINET_UNIT_HEATER,unit-heater,modulating_valve=true;fan_status=true;setpoint_adjust=false,"MI740 points list and 3.3.2 (cabinet and unit heaters): modulating HHW valve (AO01), fan start/stop (BO01) and fan status (BI01) on the space temperature sensor; no setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#48,CUH-T2,CABINET_UNIT_HEATER,unit-heater,modulating_valve=true;fan_status=true;setpoint_adjust=false,"MI740 points list and 3.3.2 (cabinet and unit heaters): modulating HHW valve (AO01), fan start/stop (BO01) and fan status (BI01) on the space temperature sensor; no setpoint adjust point. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
navfac-cherry-point-atc-mechanical.pdf#49,DOAH-T1,DOAH_HANDLING,doas,exhaust_fan=false;variable_speed_wheel=false;dx_staged=false;duct_smoke_detectors=false;ufc_minimum_points=true,"MI730 points list and 3.2.3: supply fan on a VFD only (no exhaust fan, no energy recovery wheel); untreated and treated OA dampers with open and closed end switches; CHW, HHW and reheat HHW valves; preheat circulator. The duct smoke detector is wired in series to the VFD safety contacts and is not on the points list, while the freezestat (BI03) and high static (BI06) are. NAVFAC, MCAS Cherry Point (DoD): UFC 3-410-01 applies."
